Site Name,Sample Collection Date,Concentration,7dra_centered
South,12/29/2023,2059461599,2059461599.0
South,12/30/2023,2368455474,2368455473.714286
South,12/31/2023,2677449348,2636944857.142857
South,01/01/2024,2986443223,2864929749.285714
South,01/02/2024,3295437098,3052410150.142857
South,01/03/2024,3320899534,3199386059.714286
South,01/04/2024,3346361969,3305857478.142857
South,01/05/2024,3371824405,3347032360.714286
South,01/06/2024,3397286841,3322910707.571429
South,01/07/2024,3422749277,3245562107.571429
South,01/08/2024,3274667401,3114986561.0
South,01/09/2024,3126585526,2931184067.571429
South,01/10/2024,2779459334,2694154627.285714
South,01/11/2024,2432333143,2403898240.142857
South,01/12/2024,2085206951,2109998995.2857144
South,01/13/2024,1738080759,1812456892.4285715
South,01/14/2024,1390954567,1608748062.7142856
South,01/15/2024,1217372687,1498872506.0
South,01/16/2024,1043790806,1482830222.2857144
South,01/17/2024,1353497526,1560621211.7142856
South,01/18/2024,1663204246,1732245474.2857144
South,01/19/2024,1972910965,1982461170.5714285
South,01/20/2024,2282617685,2311268300.714286
South,01/21/2024,2592324405,2563041826.571429
South,01/22/2024,2968882561,2737781748.0
South,01/23/2024,3345440717,2835488065.285714
South,01/24/2024,3115912207,2856160778.285714
South,01/25/2024,2886383696,2799799886.857143
South,01/26/2024,2656855186,2628492812.571429
South,01/27/2024,2427326676,2342239555.285714
South,01/28/2024,2197798165,2068398143.2857144
South,01/29/2024,1769733041,1806968576.5714285
South,01/30/2024,1341667916,1557950855.0
South,01/31/2024,1199022323,1321344978.5714285
South,02/01/2024,1056376729,1097150947.5714285
South,02/02/2024,913731135,960632658.0
South,02/03/2024,771085541,911790110.1428572
South,02/04/2024,628439948,915913085.5714285
South,02/05/2024,814105014,973001584.4285715
South,02/06/2024,999770081,1083055606.7142856
South,02/07/2024,1227883151,1246075152.4285715
South,02/08/2024,1455996221,1462060221.2857144
South,02/09/2024,1684109291,1662617464.857143
South,02/10/2024,1912222361,1847746883.0
South,02/11/2024,2140335430,1987065805.5714285
South,02/12/2024,2218005719,2080574232.5714285
South,02/13/2024,2295676008,2128272164.0
South,02/14/2024,2203115609,2130159600.0
South,02/15/2024,2110555210,2086236540.5714285
South,02/16/2024,2017994811,2021102588.0
South,02/17/2024,1925434413,1934757742.2857144
South,02/18/2024,1832874014,1864843810.0
South,02/19/2024,1762068051,1811360791.142857
South,02/20/2024,1691262088,1774308685.857143
South,02/21/2024,1713718083,1753687493.857143
South,02/22/2024,1736174078,1740848451.7142856
South,02/23/2024,1758630074,1729475783.5714285
South,02/24/2024,1781086069,1714605948.2857144
South,02/26/2024,1743000719,1682915809.0
South,02/27/2024,1682459374,1634405365.857143
South,02/28/2024,1587173241,1569074618.5714285
South,02/29/2024,1491887108,1486923567.2857144
South,03/01/2024,1396600976,1381039144.142857
South,03/02/2024,1301314843,1254629348.4285715
South,03/03/2024,1206028710,1124597378.7142856
South,03/04/2024,1001809757,990943235.0
South,03/05/2024,797590804,853666917.1428572
South,03/06/2024,676949453,712768425.2857143
South,03/07/2024,556308102,568247759.4285715
South,03/08/2024,435666751,455919913.5714286
South,03/09/2024,315025400,375784887.5714286
South,03/10/2024,194384049,321495068.14285713
South,03/11/2024,215514836,293050455.28571427
South,03/12/2024,236645622,290451049.0
South,03/13/2024,296920717,313696849.28571427
South,03/14/2024,357195812,362787856.14285713
South,03/15/2024,417470907,458479530.28571427
South,03/16/2024,477746002,600771871.8571428
South,03/17/2024,538021097,722134500.2857143
South,03/18/2024,885356555,828726908.1428572
South,03/19/2024,1232692013,920549095.4285715
South,03/21/2024,1146459116,997601062.2857143
South,03/22/2024,1103342667,1013414092.2857143
South,03/23/2024,1060226218,926979562.2857143
South,03/24/2024,1017109770,788621577.0
South,03/25/2024,648712307,660278472.7142857
South,03/26/2024,280314845,535790757.0
South,03/27/2024,264186116,415158429.85714287
South,03/28/2024,248057386,298381491.14285713
South,03/29/2024,231928657,239057582.85714287
South,03/30/2024,215799928,237186705.0
South,03/31/2024,199671199,239843120.42857143
South,04/01/2024,233444949,247026829.42857143
South,04/02/2024,267218700,258737831.85714287
South,04/03/2024,282781024,273189895.4285714
South,04/04/2024,298343349,331526559.5714286
South,04/05/2024,313905674,426618898.71428573
South,04/09/2024,316964373,558466912.5714285
South,04/10/2024,608027848,729672233.7142857
South,04/11/2024,899091323,940234862.0
South,04/12/2024,1190154797,1147064496.857143
South,04/13/2024,1481218272,1351947370.5714285
South,04/14/2024,1772281747,1475364170.0
South,04/15/2024,1761713118,1517314895.142857
South,04/16/2024,1751144489,1477799546.142857
South,04/17/2024,1471945444,1356818122.857143
South,04/18/2024,1192746399,1154370625.2857144
South,04/19/2024,913547354,959827757.0
South,04/20/2024,634348309,773189517.8571428
South,04/21/2024,355149264,627822580.2857143
South,04/22/2024,399913040,523726944.14285713
South,04/23/2024,444676815,460902609.5714286
South,04/24/2024,454376881,439349576.4285714
South,04/25/2024,464076946,459067844.85714287
South,04/26/2024,473777012,468694268.71428573
South,04/27/2024,483477077,468228848.28571427
South,04/28/2024,493177143,468267759.4285714
South,04/29/2024,467298007,468811002.28571427
South,04/30/2024,441418872,469858576.71428573
South,05/01/2024,454649259,471410482.85714287
South,05/02/2024,467879646,473466720.5714286
South,05/03/2024,481110033,477726724.71428573
South,05/04/2024,494340420,484190495.14285713
South,05/05/2024,507570807,493840571.71428573
South,05/06/2024,497118036,506676954.5714286
South,05/07/2024,486665265,522699643.5714286
South,05/08/2024,522199795,541908638.7142857
South,05/09/2024,557734326,564303940.0
South,05/10/2024,593268856,588072684.5714285
South,05/11/2024,628803386,613214872.2857143
South,05/12/2024,664337916,639690086.7142857
South,05/13/2024,663499248,667498327.7142857
South,05/14/2024,662660579,696639595.4285715
South,05/15/2024,707526296,727113889.7142857
South,05/16/2024,752392013,758921210.7142857
South,05/17/2024,797257730,812856200.0
South,05/18/2024,842123446,888918857.7142857
South,05/19/2024,886989163,980903678.4285715
South,05/20/2024,1041044173,1088810662.0
South,05/21/2024,1195099183,1212639808.5714285
South,05/22/2024,1351420041,1352391118.142857
South,05/23/2024,1507740898,1508064590.7142856
South,05/24/2024,1664061756,1634047482.142857
South,05/25/2024,1820382613,1730339792.2857144
South,05/26/2024,1976703471,1808141344.0
South,05/27/2024,1922924413,1867452137.4285715
South,05/28/2024,1869145354,1908272172.4285715
South,05/29/2024,1896030903,1930601449.142857
South,05/30/2024,1922916452,1934439967.4285715
South,05/31/2024,1949802001,1998204846.142857
South,06/01/2024,1976687550,2096819308.857143
South,06/02/2024,2003573099,
South,06/03/2024,2369278564,
South,06/04/2024,2559446593,
